,product,brand,price ($),life_stage,special_diet,review_num,review_star,ingredients,protein,fat,fiber,moisture,
481,Only Natural Pet Feline PowerFood Fish & Fowl Dinner Grain-Free Dry Cat Food,Only Natural Pet,9.99,Adult,"Grain-Free, High-Protein, Gluten Free, Non-GMO",28,4.2,"Deboned Turkey, Menhaden Meal, Low Ash Turkey Meal, Garbanzo Beans, Chicken Fat (Preserved With Mixed Tocopherols), Pea Protein, Tapioca Starch, Pea Fiber, Natural Flavor, Flaxseed Meal, Salmon Oil, Taurine, Dl-Methionine, Dried Green Lipped Mussels, Turmeric, Dried Pumpkin, Vitamins [Vitamin E Supplement, Calcium Pantothenate, Niacin Supplement, Vitamin A Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Folic Acid], Minerals [Zinc Proteinate, Calcium Carbonate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate], Choline Chloride, Dried Lactobacilus Casei Fermentation Product, Dried Bifidobacterium Thermophilum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Trichoderma Reesei Fermentation Product, Apergillus Oryzae, Fungal Protease, Lipase, Fungal Pancreatin, Fungal Amylase, Bromelain Enzeco.",45.00%,19.00%,5.00%,10.00%,
482,Now Fresh Grain-Free Kitten Recipe Dry Cat Food,Now Fresh,24.63,Kitten,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Non-GMO",24,4.3,"De-Boned Turkey, Potato Flour, Peas, Potatoes, Whole Dried Egg, Canola Oil (Preserved with Mixed Tocopherols), Pea Fiber, Tomato, Natural Flavor, Flaxseed, Coconut Oil (Preserved with Mixed Tocopherols), De-Boned Salmon, De-Boned Duck, Carrots, Pumpkin, Apples, Bananas, Blueberries, Cranberries, Blackberries, Papayas, Pineapple, Grapefruit, Lentil Beans, Broccoli, Spinach, Cottage Cheese, Alfalfa Sprouts, Dicalcium Phosphate, Sundried Alfalfa, Dried Kelp, Calcium Carbonate, Phosphoric Acid, Sodium Chloride, Lecithin, Potassium Chloride, Dl-Methionine, Taurine, Dried Seaweed Meal, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (a Source of Vitamin C), Niacin, Inositol, Vitamin A Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin, Beta-Carotene, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Ferrous Sulphate, Zinc Oxide, Iron Proteinate, Copper Sulphate, Copper Proteinate, Manganese Proteinate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Lysine, Dried Chicory Root, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Aspergillus Niger Fermentation Product, Dried Aspergillus Oryzae Fermentation Product, Yeast Extract, Yucca Schidigera Extract, L-Carnitine, Marigold, Dried Rosemary.",33.00%,20.00%,2.50%,10.00%,
483,Inception Chicken Recipe Dry Cat Food,Inception,10.99,Adult,No Corn No Wheat No Soy,16,4.5,"Chicken, Chicken Meal, Oats, Milo, Chicken Fat (Preserved With Mixed Tocopherols), Ground Flaxseeds, Millet, Natural Flavors, Potassium Chloride, Choline Chloride, Taurine, Fructooligosaccharide, Salt, Dandelion Greens, Minerals (Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid)",30%,14%,7%,10%,
484,Blackwood Chicken Meal & Field Pea Recipe Grain-Free Dry Cat Food,Blackwood,30.99,Adult,"Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet",35,4,"Chicken Meal, Field Pea, Chicken Fat (Preserved with Mixed Tocopherols), Whitefish Meal, Buffalo Meal, Tapioca Starch, Lentils, Chickpeas, Egg Product, Brewers Dried Yeast, Natural Flavor, Carrots, Celery, Beets, Parsley, Lettuce, Watercress, Spinach, Menhaden Fish Oil, Lecithin, Dl-Methionine, Choline Chloride, L-Lysine, Taurine, Yucca Schidigera Extract, Blueberry, Cranberry, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Ascorbic Acid, Biotin, D- Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Potassium Chloride, Iron Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",40.00%,18.00%,4.00%,10.00%,
485,"Wysong Nurture Kitten Formula Dry Cat Food, 5-lb bag",Wysong,16.79,Kitten,normal,17,4.2,"Chicken Meal, Chicken, Turkey Meal, Brown Rice, Peas, Pea Protein, Chicken Fat (preserved with Mixed Tocopherols), Flaxseeds, Dried Plain Beet Pulp, Natural Flavor, Sesame Seeds, Dried Whey, Montmorillonite Clay, Crab Meal, Salt, Taurine, Calcium Carbonate, Colostrum, Dried Tomato Pomace, Calcium Propionate (a preservative), Choline Chloride, Coconut Oil, Organic Barley Grass Powder, Dried Blueberry Powder, Dried Kelp, Dried Yogurt, Citric Acid (a preservative), Dried Kale, Dried Spinach, Dried Carrots, Apple Pectin, Fish Oil, Yeast Extract, Mixed Tocopherols (a preservative), Rosemary Extract, Inulin, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product, Pepper.",38.00%,15.00%,5.50%,10.00%,
486,AvoDerm Grain-Free Tuna with Lobster & Crab Meal Dry Cat Food,AvoDerm,17.3,Adult,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein",14,4.3,"Tuna (Source of Omega 3), Chicken Meal, Tapioca Flour, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Pea Flour, Lobster Meal, Pea Protein, Crab Meal, Avocado, Dried Tomato Pomace, Flax Seed, Natural Flavor, Dried Egg Product, Salt, Inulin, Potassium Chloride, Vitamins (Choline Chloride, a -Tocopherol Acetate (Source of Vitamin E), Niacin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Menadione Sodium Bisulfite Complex (Source of Vitamin K), Vitamin A Acetate, Pyridoxine Hydrochloride (Source of Vitamin B6), Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Amino Acid Chelate, Zinc Sulfate, Iron Amino Acid Chelate, Copper Sulfate, Sodium Selenite, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate),  Avocado Oil, Taurine, Parsley Flakes, Kelp Meal, DL-Methionine, Yucca Schidigera Extract, Inositol.",32.00%,18.00%,6.00%,10.00%,
487,Merrick Limited Ingredient Diet Grain-Free Tuna & Chickpeas Recipe Dry Cat Food,Merrick,36.99,Adult,"Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Gluten Free, Sensitive Digestion",12,3.1,"Deboned Tuna, Tuna Meal, Chickpeas, Lentils, Peas, Pea Protein, Sunflower Oil (preserved with mixed tocopherols), Flaxseed, Natural Flavor, Phosphoric Acid, Choline Chloride, Salt, Organic Dried Alfalfa Meal, Taurine, Minerals (Iron Amino Acid Complex, Zinc Amino Acid Complex, Zinc Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Copper Sulfate, Copper Amino Acid Complex, Potassium Iodide, Cobalt Proteinate, Cobalt Carbonate), Yucca Schidigera Extract, Vitamins (Vitamin E Supplement, Vitamin B12 Supplement,  d-Calcium Pantothenate, Vitamin A Acetate, Thiamine Mononitrate, Niacin, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Dried Lactobacillus plantarum Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product.",30%,13%,4.00%,11%,
488,American Natural Premium Original Recipe Dry Cat Food,American Natural Premium,32.1,Adult,"No Corn No Wheat No Soy, Pea-Free",11,4.3,"Chicken Meal, Brown Rice, White Rice, Poultry Fat (Preserved With Mixed Tocopherols), Pearled Barley, Tomato Pomace, Whole Dried Egg, Carrots, Monocalcium Phosphate, Potassium Chloride, Salt, Cranberries, Dl-Methionine, Taurine, Chicory Root Extract, Yucca Schidigera Extract, Sodium Selenite, Vitamins [Vitamin A Acetate, Vitamin D3 Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Choline Bitartrate, Niacin Supplement, D-Calcium Pantothenate, L-Ascorbyl-2-Polyphosphate, Riboflavin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Folic Acid, Biotin], Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Magnesium Sulfate, Copper Sulfate, Cobalt Carbonate, Calcium Iodate, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Magnesium Proteinate, Cobalt Proteinate], Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Longum Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Pediococcus Acidilactici Fermentation Product.",34.00%,14.00%,3.50%,10.00%,
489,Nature's Logic Feline Rabbit Meal Feast All Life Stages Dry Cat Food,Nature's Logic,16.06,Adult,"High-Protein, Gluten Free, No Corn No Wheat No Soy, Pea-Free, Natural",25,3.7,"Rabbit Meal, Turkey Meal, Millet, Chicken Fat (Preserved With Mixed Tocopherols), Pumpkin Seed, Yeast Culture, Spray Dried Pork Liver, Dried Egg Product, Alfalfa Nutrient Concentrate, Montmorillonite Clay, Dried Kelp, Spray Dried Porcine Plasma, Dried Tomato, Almonds, Dried Chicory Root, Dried Carrot, Dried Apple, Menhaden Fish Meal, Dried Pumpkin, Dried Apricot, Dried Blueberry, Dried Spinach, Dried Broccoli, Dried Cranberry, Parsley, Dried Artichoke, Rosemary, Dried Mushroom, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium Bifidium Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Dried Pineapple Extract, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract.",38.00%,16.00%,5.00%,9.00%,
490,Tender & True Limited Ingredient Ocean Whitefish & Potato Recipe Grain-Free Dry Cat Food,Tender & True,25.99,Adult,"Grain-Free, No Corn No Wheat No Soy, Pea-Free, Limited Ingredient Diet",13,4.2,"Whitefish, Chicken Meal, Whitefish Meal, Dried Potato, Tapioca Starch, Chicken Fat (Preserved With Mixed Tocopherols), Dried Beet Pulp, Flaxseed Meal, Potato Starch, Chicken Liver Digest Meal, Chicken Liver Meal, Chicken Liver, Salt, Choline Chloride, Taurine, Potassium Chloride, Ascorbic Acid, Vitamin E Supplement, Zinc Proteinate, Zinc Sulfate, Manganous Oxide, Manganese Proteinate, Inositol, Ferrous Sulfate, Niacin, Vitamin B12 Supplement, Zinc Oxide, Iron Proteinate, Thiamine Mononitrate, Biotin, Riboflavin Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Sodium Selenite, Copper Sulfate, Vitamin A Supplement, Copper Proteinate, Citric Acid (Preservative), Vitamin D3 Supplement, Folic Acid, Potassium Iodide.",30.00%,17.00%,3.25%,10.00%,
491,"Forza10 Nutraceutic Active Line Dermo Dry Cat Food, 4-lb bag",Forza10,32.99,Adult,"Gluten Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO, GMO-Free, Chicken-Free, Natural",,5,"Ground Rice, Anchovy Meal, Hydrolyzed Fish Protein, Fish Oil (Preserved With Mixed Tocopherols), Hydrolyzed Potato Protein, Chicken Fat (Preserved With Mixed Tocopherols), Vegetable Oil, Dried Beet Pulp, Minerals (Calcium Carbonate, Dicalcium Phosphate, Zinc Sulfate, Iron Sulfate, Copper Glycine Complex, Manganese Oxide, Sodium Selenite, Potassium Iodide), Brewer's Yeast, Dried Yeast, Fructooligosaccharide (Fos), Dl-Methionine, Vitamins (Vitamin A Acetate, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Vitamin B12 Supplement, Thiamine Mononitrate, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Folic Acid), Choline Chloride, Taurine, Turmeric, Yucca Schidigera Extract, Papaya, Pomegranate, Red Algae, Tomato, Rosemary Extract.",28%,13%,4.00%,9.00%,
492,Tender & True Organic Turkey & Liver Recipe Grain-Free Dry Cat Food,Tender & True,17.99,Adult,"Grain-Free, No Corn No Wheat No Soy, Organic",12,3.5,"Organic Turkey, Organic Chicken Meal, Organic Tapioca Starch, Organic Dried Pea, Organic Pea Flour, Organic Chickpea, Organic Flaxseed Meal, Organic Potato Starch, Organic Chicken Fat (Preserved With Mixed Tocopherols), Organic Dried Liver, Organic Chicken Liver, Organic Liver Digest Meal, Menhaden Oil (Preserved With Mixed Tocopherols), Choline Chloride, Natural Mixed Tocopherols, Calcium Carbonate, Taurine, Ascorbic Acid, Vitamin E Supplement, Zinc Proteinate, Zinc Sulfate, Manganous Oxide, Manganese Proteinate, Inositol, Ferrous Sulfate, Niacin, Vitamin B12 Supplement, Zinc Oxide, Iron Proteinate, Thiamine Mononitrate, Biotin, Riboflavin Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Sodium Selenite, Copper Sulfate, Vitamin A Supplement, Copper Proteinate, Citric Acid (Preservative), Vitamin D3 Supplement, Folic Acid, Potassium Iodide.",30.00%,18.00%,6.75%,10.00%,
493,"PetGuard Lifespan Chicken, Brown Rice Recipe & Vegetables, Cat & Kitten Dry Food",PetGuard,16.99,Adult,"Gluten Free, No Corn No Wheat No Soy",15,4.2,"Chicken, Chicken Meal, Brown Rice, Oat Groats, White Fish Meal, Millet, Dried Egg Product, Chickpeas, Chicken Fat (Preserved With Mixed Tocopherols), Dried
Plain Beet Pulp, Natural Flavor, Pea Protein, Flaxseeds, Dried Kelp, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Sunflower Oil, Potassium Chloride,
Dehydrated Alfalfa Meal, Monosodium Phosphate, L-Lysine, Dl-Methionine, Dried Carrots, Dried Spinach, Dried Apple Pomace, Dried Beets, Choline Chloride,
Taurine, Ascorbic Acid, Yucca Schidigera Extract, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Pyridoxine
Hydrochloride, Riboflavin Supplement, Biotin, D-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Citric Acid (a preservative) , Folic Acid,
Ferrous Sulfate, Zinc Sulfate, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Amino Acid Chelate,
Copper Amino Acid Chelate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",32%,14%,3%,10%,
494,Adirondack Lean Adult & Senior Recipe Dry Cat Food,Adirondack,23.14,"Adult, Senior","No Corn No Wheat No Soy, Weight Control, Pea-Free",29,2.6,"Chicken Meal, Brown Rice, Pearled Barley, Ground Grain Sorghum, Oat Groats, Egg Product, Whitefish Meal, Natural Flavor, Brewers Dried Yeast, Dried Plain Beet Pulp, Chicken Fat (Preserved with Mixed Tocopherols), Whole Ground Flaxseed, Menhaden Fish Oil, L-Lysine, Potassium Chloride, Dl-Methionine, Lecithin, Salt, Taurine, Ascorbic Acid, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, D-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Iron Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",28.00%,10.00%,3.00%,10.00%,
495,"Wellness Complete Health Chicken & Rice Indoor Dry Cat Food, 6-lb bag",Wellness,17.19,Adult,No Corn No Wheat No Soy,102,4.5,"Deboned Chicken, Chicken Meal, Rice, Barley, Oats, Chicken Fat (preserved with Mixed Tocopherols), Ground Flaxseed, Tomato Pomace, Natural Chicken Flavor, Cranberries, Chicory Root Extract, Potassium Chloride, Choline Chloride, Taurine, Calcium Chloride, Vitamin E Supplement, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Glucosamine Hydrochloride, Chondroitin Sulfate, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Dried Kelp, Yucca Schidigera Extract, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.",38.00%,18.00%,3.00%,10.00%,
496,Lotus Sardine and Herring Grain-Free Dry Cat Food,Lotus,26.99,Adult,"Grain-Free, Low Glycemic, Limited Ingredient Diet, No Corn No Wheat No Soy, GMO-Free, Human-Grade",14,3.6,"Sardine, Herring, Herring Meal, Peas, Lentils, Catfish Oil (Preserved with Mixed Tocopherols and Citric Acid), Tapioca, Natural Flavor, Ground Flaxseed, Pea Fiber, Brewers Dried Yeast, Calcium Propionate, Carrots, Apples, Dicalcium Phosphate, Choline Chloride, Calcium Sulfate, Salt, Kelp, Spinach, Pumpkin, Blueberries, Taurine, Vitamin E Supplement, New Zealand Green Mussels, Yucca schidigera Extract, Inulin,
L-Ascrobyl-2-Polyphosphate, Iron Sulfate, DL Methionine, Zinc Sulfate, Zinc Proteinate, Potassium Chloride, Niacin, Manganese Proteinate, Cupper Sulfate, Copper Proteinate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate, Calcium Pantothenate, Pyridixoine Hydrochloride, Biotin, Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Selenium Selenite, Rosemary Extract",34.00%,14.00%,5.00%,10.00%,
497,"Adirondack Kitten Protein-Rich, High-Fat for Active & Growing Cats Recipe Dry Cat Food, 13.22-lb bag",Adirondack,32.99,"Kitten, Adult","No Corn No Wheat No Soy, Pea-Free",18,4.3,"Chicken Meal, Brown Rice, Chicken Fat (Preserved with Mixed Tocopherols), Ground Grain Sorghum, Egg Product, Dried Plain Beet Pulp, Whitefish Meal, Oat Groats, Natural Flavor, Brewers Dried Yeast, Menhaden Fish Oil, Whole Ground Flaxseed, Lecithin, DL-Methionine, Potassium Chloride, L-Lysine, Canola Oil, Carrots, Celery, Beets, Parsley, Lettuce, Watercress, Spinach, Salt, Taurine, Ascorbic Acid, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Iron Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",31.00%,18.00%,3.00%,10.00%,
498,Tender & True Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Cat Food,Tender & True,9.55,Adult,"Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO",,3.2,"Salmon, Whiting Meal, Dried Sweet Potato, Tapioca Starch, Dried Potato, Pea Flour, Flaxseed Meal, Dried Peas, Coconut Oil, Dried Beet Pulp, Potato Starch, Fish Oil (Preserved With Mixed Tocopherols), Potato Flour, Canola Oil, Natural Flavors, Sodium Phosphate, Lecithin, Mixed Tocopherols With Rosemary (Preservatives), Choline Chloride, Taurine, Potassium Chloride, Salt, Ascorbic Acid, Vitamin E Supplement, Zinc Proteinate, Zinc Sulfate, Manganous Oxide, Manganese Proteinate, Inositol, Ferrous Sulfate, Niacin, Vitamin B12 Supplement, Zinc Oxide, Iron Proteinate, Thiamine Mononitrate, Biotin, Riboflavin Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Sodium Selenite, Copper Sulfate, Vitamin A Supplement, Copper Proteinate, Citric Acid (Preservative), Vitamin D3 Supplement, Folic Acid, Potassium Iodide.",30%,16%,3.75,10%,
499,Castor & Pollux PRISTINE Grain-Free Wild-Caught Tuna & Whitefish Recipe Dry Cat Food,Castor & Pollux,30.52,Adult,"No Corn No Wheat No Soy, Gluten Free, Grain-Free, Natural",11,4.2,"Tuna, Whitefish Meal, Organic Pea Protein, Turkey Meal, Organic Peas, Organic Chickpeas, Organic Tapioca, Salmon Meal, Organic Lentils, Natural Flavor, Whitefish, Organic Sunflower Seed Meal, Organic Coconut Oil, Chicken Fat (preserved with mixed tocopherols), Organic Flaxseed, Organic Dried Alfalfa Meal, Choline Chloride, Organic Apples, Organic Cranberries, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Manganese Amino Acid Complex, Sodium Selenite, Calcium Iodate), Salt, Taurine, Potassium Chloride, Rosemary Extract, Dried Bacillus coagulans Fermentation Product.",36.00%,14.00%,3.50%,11.00%,
500,"Evanger's Grain-Free Catch of the Day Dry Cat & Kitten Food, 4.4-lb bag",Evanger's,13.64,Adult,"Grain-Free, Flax-Free, Sensitive Digestion, Indoor, Weight Control, Limited Ingredient Diet",,3.9,"Chicken Meal, Whole Dried Sweet Potatoes, Salmon Meal, Whole Dried Peas, Whole Lentils, Chicken Fat (Preserved With Mixed Tocopherols), Natural Flavors, Dried Chicken Liver, Salmon Oil, Dried Egg Product, Sodium Bisulfate, Salt, Potassium Chloride, Choline Chloride, Dried Cranberries, Dried Blueberries, Kelp Meal, Dl-Methionine, Dried Carrots, Dried Celery, Dried Beets, Dried Parsley, Dried Lettuce, Dried Watercress, Dried Spinach, Dried Chicory Root, Turmeric, Hydrolyzed Yeast (Actigen??Prebiotic), Saccharomyces Cerevisiae Yeast Culture, Alltech??Probiotics: Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilus Fermentation Extract, Ascorbic Acid (Source Of Vitamin C), Yucca, Schidigera Extract, Brewer?�S Dried Yeast, Taurine, Ferrous Sulfate, Zinc Sulfate, Zinc Methionine Complex, Copper Sulfate, Copper Lysine Complex, Manganese Sulfate, Manganese Methionine Complex, Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Sodium Selenite, Ethylenediamine Dihydriodide, Cobalt Carbonate, Cobalt Glucoheptonate, Mixed Tocopherols (A Source Of Vitamin E) And Rosemary Extract.",34.00%,17.00%,3.50%,10.00%,
501,Addiction Grain-Free Viva La Venison Dry Cat Food,Addiction,15.99,Adult,"Grain-Free, Sensitive Digestion, High-Protein, No Corn No Wheat No Soy",48,3.6,"Venison Meal, Dried Potatoes, Dried Tapioca, Chicken Fat (Preserved with Mixed Tocopherols), Peas, Natural Flavors, Dried Kelp, Dried Cranberries, Dried Apples, Dried Spinach, Brewers Dried Yeast, Dried Enterococcus Faecium, Dried Lactobacillus Acidophilus, Dried Bifidobacterium Longum, Dried Bifidobacterium Thermophilum, Vitamin E Supplement, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Vitamin A Supplement, Thiamine Mononitrate (Vitamin B1), Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Biotin (Vitamin B7), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid (Vitamin B9), Sodium Chloride, Taurine, Choline Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Calcium Iodate, Cobalt Sulfate, Sodium Selenite, Green Tea Extract, Rosemary Extract.",30.00%,15.00%,3.50%,10,
502,Go! Solutions Carnivore Grain-Free Lamb + Wild Boar Recipe Dry Cat Food,Go!,17.99,Adult,"Gluten Free, Grain-Free, No Corn No Wheat No Soy, Natural",,4.8,"De-Boned Lamb, De-Boned Salmon, Salmon Meal, Herring Meal, Lentils, Peas, Potatoes, Whole Dried Egg, De-Boned Wild Boar, Chicken Fat (Preserved With Mixed Tocopherols), Tapioca, Lamb Meal, Natural Flavour, Salmon Oil, Dried Chicory Root, Cranberries, Apples, Carrots, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Phosphoric Acid, Potassium Chloride, Choline Chloride, Sodium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, L-Ascorbyl-2-Polyphosphate (A Source Of Vitamin C), Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Beta-Carotene, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Zinc Oxide, Manganese Proteinate, Copper Sulphate, Calcium Iodate, Ferrous Sulphate, Manganous Oxide, Sodium Selenite), Dried Aspergillus Oryzae Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Taurine, Dl-Methionine, Yucca Schidigera Extract, Dried Rosemary.",42.00%,15.00%,2.50%,10.00%,
